20.003.	20	003	Pelatihan bagi pendidik untuk memenuhi standar kompetensi
20.004.	20	004	Pembinaan Kelompok Kerja Guru (KKG)
20.005.	20	005	Pembinaan Lembaga Penjamin Mutu Pendidikan (LPMP)
20.006.	20	006	Pembinaan pusat pendidikan dan pelatihan guru (PPPG)
20.007.	20	007	Pendidikan lanjutan bagi pendidik untuk memenuhi standar kualifikasi
20.008.	20	008	Pengembangan mutu dan kualitas program pendidikan dan pelatihan bagi pendidik dan tenaga kependidikan (MGMP Sekolah Swasta)
20.009.	20	009	Pengembangan sistem pendataan dan pemetaan pendidik dan tenaga kependidikan
20.010.	20	010	Pengembangan sistem penghargaan dan perlindungan terhadap profesi pendidik
20.011.	20	011	Pengembangan sistem perencanaan dan pengendalian program profesipendidik dan tenaga kependidikan
20.012.	20	012	Monitoring, evaluasi dan pelaporan
20.013.	20	013	Dst...............
20.014.	20	014	Pendamping Desentralisasi Base Education (DBE)
20.015.	20	015	Sosialisasi Sertifikasi
21.	21		Program Manajemen Pelayanan Pendidikan
21.001.	21	001	Pelaksanaan evaluasi hasil kinerja bidang pendidikan
21.002.	21	002	Pelaksanaan kerjasama secara kelembagaan di bidang pendidikan
21.003.	21	003	Pengendalian dan pengawasan penerapan azas efesiensi dan efektifitas penggunaan dana dekonsentrasi dan dana pembantuan
21.004.	21	004	Sosialisasi dan advokasi berbagai peraturan pemerintah di bidang pendidikan
21.005.	21	005	Pembinaan dewan pendidikan
21.006.	21	006	Pembinaan komite sekolah
21.007.	21	007	Penerapan sistem dan informasi manajemen pendidikan
21.008.	21	008	Penyelenggaraan pelatihan, seminar dan lokakarya serta diskusi ilmiah tentang berbagai isu pendidikan
21.009.	21	009	Monitoring, evaluasi dan pelaporan
21.010.	21	010	Peringatan Hari Besar Nasional (PHBN)
22.	22		Program Bantuan Operasional Sekolah (BOS)
22.001.	22	001	Pengembangan Kompetensi Lulusan (SMP)
22.002.	22	002	Pengembangan Standar Isi (SMP)
22.003.	22	003	Pengembangan Standar Proses (SMP)
22.004.	22	004	Pengembangan Pendidik dan Tenaga Kependidikan (SMP)
22.005.	22	005	Pengembangan Sarana dan Prasarana Sekolah (SMP)
22.006.	22	006	Pengembangan Standar Pengelolaan (SMP)
22.007.	22	007	Pengembangan Standar Pembiayaan (SMP)
22.008.	22	008	Pengembangan dan Implementasi Sistem Penilaian (SMP)
22.009.	22	009	Pengembangan Kompetensi Lulusan (SD)
22.010.	22	010	Pengembangan Standar Isi (SD)
22.011.	22	011	Pengembangan Standar Proses (SD)
22.012.	22	012	Pengembangan Pendidik dan Tenaga Kependidikan (SD)
22.013.	22	013	Pengembangan Sarana dan Prasarana Sekolah (SD)
22.014.	22	014	Pengembangan Standar Pengelolaan (SD)
22.015.	22	015	Pengembangan Standar Pembiayaan (SD)
22.016.	22	016	Pengembangan dan Implementasi Sistem Penilaian (SD)
15.	15		Program Obat dan Perbekalan Kesehatan
15.001.	15	001	Pengadaaan obat dan perbekalan kesehatan
15.002.	15	002	Peningkatan pemerataan obat dan perbekalan kesehatan
15.003.	15	003	Peningkatan keterjangkauan harga obat dan perbekalan kesehatan terutama untuk penduduk miskin
15.004.	15	004	Peningkatan mutu pelayanan farmasi komunitas dan rumah sakit
15.005.	15	005	Peningkatan mutu penggunaan obat dan perbekalan kesehatan
15.006.	15	006	Monitoring, evaluasi dan pelaporan
15.007.	15	007	Dst............
16.	16		Program Upaya Kesehatan Masyarakat
16.001.	16	001	Pelayanan kesehatan penduduk miskin dipuskesmas dan jaringannya
16.002.	16	002	Pemeliharaan dan pemulihan kesehatan
16.003.	16	003	Pengadaan, peningkatan dan perbaikan sarana dan prasarana puskesmas dan jaringannya
16.004.	16	004	Penyelenggaraan pencegahan dan pemberantasan penyakit menular dan wabah
16.005.	16	005	Perbaikan gizi mayarakat
16.006.	16	006	revitalisasi sitem kesehatan
16.007.	16	007	Pelayanan kefarmasian dan perbekalan kesehatan
16.008.	16	008	Pengadaan peralatan dan perbekalan kesehatan termasuk obat generik esensial
16.009.	16	009	Peningkatan kesehatan masyarakat
16.010.	16	010	Pencegahan Penyakit
16.011.	16	011	Peningkatan pelayanan kesehatan bagi pengungsi korban bencana
16.012.	16	012	Peningkatan pelayanan dan penanggulangan masalah kesehatan
16.013.	16	013	penyediaan biaya operasional dan pemeliharaan
16.014.	16	014	Penyelenggaraan penyehatan lingkungan
16.015.	16	015	Monitoring, evaluasi dan pelaporan
16.016.	16	016	Penyelenggaraan Labkesda
16.017.	16	017	Penyediaan pendukung pelayanan kesehatan
16.018.	16	018	Layanan kesehatan daerah terpencil dan hari raya
16.019.	16	019	Sosialisasi penanggulangan bencana
16.020.	16	020	Seleksi tenaga kesehatan teladan
16.021.	16	021	Pelatihan ATLS dan BTLS
16.022.	16	022	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Banten Girang
16.023.	16	023	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Ciracas
16.024.	16	024	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Curug
16.025.	16	025	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Kasemen
16.026.	16	026	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Kilasah
16.027.	16	027	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Rau
16.028.	16	028	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Serang Kota
16.029.	16	029	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Singandaru
16.030.	16	030	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Taktakan
16.031.	16	031	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Walantaka
16.032.	16	032	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Kalodran
16.033.	16	033	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Banjar Agung
16.034.	16	034	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Pancur
16.035.	16	035	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Unyur
16.036.	16	036	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Sawah Luhur
16.037.	16	037	Pelayanan kesehatan penduduk miskin di puskesmas jaringannya FKTP Cipocok Jaya
17.	17		Program Pengawasan Obat dan Makanan
17.001.	17	001	Peningkatan pemberdayaan konsumen/masyarakat di bidang obat dan makanan
17.002.	17	002	Peningkatan pengawasan keamanan pangan dan bahan berbahaya
17.003.	17	003	Peningkatan kapasitas laboratorium pengawasan obat dan makanan
17.004.	17	004	Peningkatan penyidikan dan penegakan hukum di bidang obat dan makanan
17.005.	17	005	Monitoring, evaluasi dan pelaporan
17.006.	17	006	Pemantauan Makanan Yang Terindikasi Mengandung Bahan Berbahaya
17.007.	17	007	Pelaksanaan Pengadaan Obat dan Bahan Kimia untuk LSM, Mahasiswa, Pejabat Eselon, Olahraga & P3K
18.	18		Program Pengembangan Obat Asli Indonesia
18.001.	18	001	Fasilitasi pengembangan dan penelitian teknologi produksi tanaman obat
18.002.	18	002	Pengembanganstandarisasi tanaman obat bahan alam indonesia
18.003.	18	003	Peningkatan promosi obat bahan alam indonesia di dalam dan di luar negeri
18.004.	18	004	Pengembangan sistem dan layanan informasi terpadu
18.005.	18	005	Peningkatan kerjasama antar lembaga penelitian dan industri terkait
18.006.	18	006	Monitoring, evaluasi dan pelaporan
18.007.	18	007	dst……………………
19.	19		Program Promosi Kesehatan dan Pemberdayaan masyarakat
19.001.	19	001	Pengembangan media promosi dan informasi sadar hidup sehat
19.002.	19	002	Penyuluhan masyarakat pola hidup sehat
19.003.	19	003	Peningkatan pemanfaatna sarana kesehatan
19.004.	19	004	Peningkatan pendidikan tenaga penyuluh kesehatan
19.005.	19	005	Monitoring, evaluasi dan pelaporan
19.006.	19	006	Upaya kesehatan berbasis masyarakat
20.	20		Program Perbaikan Gizi Masyarakat
20.001.	20	001	Penyusunan peta informasi masyarakat kurang gizi
20.002.	20	002	Pemberian tambahan makanan dan vitamin
20.003.	20	003	Penanggulangan kurang energi protein (KEP), anemia gizi besi, gangguan akibat kurang yodium (GAKY), kurang vitamin A dan kekurangan zat gizi mikro lainnya
20.004.	20	004	Pemberdayaan masyarakat untuk pencapaian keluarga sadar gizi
20.005.	20	005	Peningkatan gizi lebih
20.006.	20	006	Monitoring, evaluasi dan pelaporan
20.007.	20	007	Pemberdayaan  Keluarga Sadar Gizi
21.	21		Program Pengembangan Lingkungan Sehat
21.001.	21	001	Pengkajian pengembangan lingkungan sehat
21.002.	21	002	Penyuluhan menciptakan lingkungan sehat
21.003.	21	003	Sosialisasi kebijakan lingkungan sehat
21.004.	21	004	Monitoring, evaluasi dan pelaporan
21.005.	21	005	Pengawasan Kualitas Air dan Penyehatan Lingkungan Pemukiman
22.	22		Program Pencegahan dan Penanggulangan Penyakit Menular
22.001.	22	001	Penyemprotan/fogging sarang nyamuk
22.002.	22	002	Pengadaan alat fogging dan bahan-bahan fogging
22.003.	22	003	Pengadaan vaksin penyakit menular
22.004.	22	004	Pelayanan vaksinasi bagi balita dan anak sekolah
22.005.	22	005	Pelayanan pencegahan dan penanggulangan penyakit menular
22.006.	22	006	Pencegahan penularan penyakit endemik/epidemik
22.007.	22	007	Pemusnahan/karantina sumber penyebab penyakit menular
22.008.	22	008	Peningkatan Imunisasi
22.009.	22	009	Peningkatan surveillance epideminologi dan penaggulangan wabah
22.010.	22	010	Peningkatan Komunikasi, Informasi dan Edukasi (KIE) pencegahan dan pemberantasan penyakit
22.011.	22	011	Monitoring, evaluasi dan pelaporan
22.012.	22	012	Pertemuan linsek program P2M Pokjanal DBD dan KPAD
22.013.	22	013	Pelaksanaan BIAS
22.014.	22	014	Pelaksanaan imunisasi untuk mencapai UCI
22.015.	22	015	Penanggulangan kusta
22.016.	22	016	Pengadaan sarana pemeliharaan colchin
22.017.	22	017	SKD Flu Burung
22.018.	22	018	PSN DBD Program P2M
22.019.	22	019	Penanggulangan Malaria dan Filariasis
22.020.	22	020	Penanggulangan Ispa Diare
22.021.	22	021	Penanggulangan Penyakit KLB dan Keracunan
23.	23		Program Standarisasi Pelayanan Kesehatan
23.001.	23	001	Penyusunan standar kesehatan
23.002.	23	002	Evaluasi dan pengembangan standar pelayanan kesahtan
23.003.	23	003	Pembangunan dan pemutakhiran data dasar standar pelayanan kesehatan
23.004.	23	004	Penyusunan naskah akademis standar pelayanan kesehatan
23.005.	23	005	Penyusunan standar analisis belanja pelayanan kesehatan
23.006.	23	006	Monitoring, evaluasi dan pelaporan program kesehatan
24.	24		Program Pelayanan Kesehatan Penduduk Miskin
24.001.	24	001	Pelayanan operasi katarak
24.002.	24	002	Pelayanan kesehatan THT
24.003.	24	003	Pelayanan operasi bibir sumbing
24.004.	24	004	Pelayanan sunatan masal
24.005.	24	005	Penanggulangan ISPA
24.006.	24	006	Penanggulangan penyakit cacingan
24.007.	24	007	Pelayanan kesehatan kulit dan kelamin
24.008.	24	008	Pelayanan kesehatan akibat gizi buruk/busung lapar
24.009.	24	009	Pelayanan kesehatan akibat lumpuh kayu
24.010.	24	010	Monitoring, evaluasi dan pelaporan
25.	25		Program pengadaan, peningkatan dan perbaikan sarana dan prasarana puskesmas/puskesmas pembantu dan jaringannya
25.001.	25	001	Pembangunan Puskesmas
25.002.	25	002	Pembangunan puskesmas pembantu
25.003.	25	003	Pengadaaan puskesmas perairan
25.004.	25	004	Pengadaaan puskesmas keliling
25.005.	25	005	Pembangunan posyandu
25.006.	25	006	Pengadaaan sarana dan prasarana puskesmas
25.007.	25	007	Pengadaaan sarana dan prasarana puskesmas Pembantu
25.008.	25	008	Pengadaaan sarana dan prasarana puskesmas pembantu
25.009.	25	009	Pengadaaan sarana dan prasarana puskesmas keliling
25.010.	25	010	Pengadaaan sarana dan prasarana keliling
25.011.	25	011	Peningkatan puskesmas menjadi puskesmas rawat inap
25.012.	25	012	Peningkatan puskesmas pembantu menjadi puskesmas
25.013.	25	013	Pemeliharaan rutin/berkala sarana dan prasarana puskesmas
25.014.	25	014	Pemeliharaan rutin/berkala saranan dan prasarana puskesmas pembantu
25.015.	25	015	Pemeliharaan rutin/berkala saranan dan prasarana puskesmas perairan
25.016.	25	016	Pemeliharaan rutin/berkala saranan dan prasarana puskesmas keliling
25.017.	25	017	Pemeliharaan rutin/berkala saranan dan prasarana posyandu
25.018.	25	018	Pengadaan Alat Kesehatan Medis dan Non Medis Puskesmas dan Jaringannya
25.019.	25	019	Peningkatan puskesmas pembantu menjadi puskesmas
25.020.	25	020	Rehabilitasi sedang/berat puskesmas pembatu
25.021.	25	021	Monitoring, evaluasi dan pelaporan
26.	26		Program pengadaan, peningkatan sarana dan prasarana rumah sakit/rumah sakit jiwa/rumah sakit paru-paru/rumah sakit mata
26.001.	26	001	Pembangunan rumah sakit
26.002.	26	002	Pembangunan ruang poliklinik rumah sakit
26.003.	26	003	Pembangunan gudang obat/apotik
26.004.	26	004	Penambahan ruang rawat inap rumah sakit (VVIP, VIP, Kelas I,II,III)
26.005.	26	005	Pengembangan ruang gawat darurat
26.006.	26	006	Pengambangan ruang ICU, ICCU, NICU
26.007.	26	007	Pengembangan ruang operasi
26.008.	26	008	Pengambangan ruang terapi
26.009.	26	009	Pengembangan ruang isolasi
26.010.	26	010	Pengembangan ruang bersalin
26.011.	26	011	Pengembangan ruang inkubator
26.012.	26	012	Pengembangan ruang bayi
26.013.	26	013	Pengembangan ruang rontgen
26.014.	26	014	Pengembangan ruang laboratorium rumah sakit
26.015.	26	015	Pembangunan kamar jenazah
26.016.	26	016	Pembangunan instalasi pengolahan limbah rumah sakit
26.017.	26	017	Rehabilitasi bangunan rumah sakit
26.018.	26	018	Pengadaan alat-alat kesehatan rumah sakit
26.019.	26	019	Pengadaan obat-obatan rumah sakit
26.020.	26	020	Pengadaan ambulance/mobil jenazah
26.021.	26	021	Pengadaan mebeleur rumah sakit
26.022.	26	022	Pengadaan perlengkapan rumah tangga rumah sakit (dapur, ruang pasien, laundry, ruang tunggu dan lain-lain)
26.023.	26	023	Pengadaan bahan-bahan logistik rumah sakit
26.024.	26	024	Pengadaan pencetakan administrasi dan surat menyurat rumah sakit
26.025.	26	025	Pengembangan tipe rumah sakit
26.026.	26	026	Monitoring, evaluasi dan pelaporan
27.	27		Program pemeliharaan sarana dan prasarana rumah sakit/rumah sakit jiwa/rumah sakit paru-paru/rumah sakit mata
27.001.	27	001	Pemeliharaan rutin/berkala rumah sakit
27.002.	27	002	Pemeliharaan rutin/berkala ruang poliklinik rumah sakit
27.003.	27	003	Pemeliharaan rutin/berkala gudang obat/apotik
27.004.	27	004	Pemeliharaan rutin/berkala ruang rawat inap rumah sakit (VVIP, VIP, Kelas I,II,III)
27.005.	27	005	Pemeliharaan rutin/berkala ruang gawat darurat
27.007.	27	007	Pemeliharaan rutin/berkala ruang operasi
27.008.	27	008	Pemeliharaan rutin/berkala ruang terapi
27.009.	27	009	Pemeliharaan rutin/berkala ruang isolasi
27.010.	27	010	Pemeliharaan rutin/berkala ruang bersalin
27.011.	27	011	Pemeliharaan rutin/berkala ruang inkubator
27.012.	27	012	Pemeliharaan rutin/berkala ruang bayi
27.013.	27	013	Pemeliharaan rutin/berkala ruang rontgen
27.014.	27	014	Pemeliharaan rutin/berkala ruang laboratorium rumah sakit
27.015.	27	015	Pemeliharaan rutin/berkala kamar jenazah
27.016.	27	016	Pemeliharaan rutin/berkala instalasi pengolahan limbah rumah sakit
27.017.	27	017	Pemeliharaan rutin/berkala alat-alat kesehatan rumah sakit
27.018.	27	018	Pemeliharaan rutin/berkala ambulance/mobil jenazah
27.019.	27	019	Pemeliharaan rutin/berkala mebeleur rumah sakit
27.020.	27	020	Pemeliharaan rutin/berkala perlengkapan rumah sakit
27.021.	27	021	Monitoring, evaluasi dan pelaporan
27.022.	27	022	dst……………………
28.	28		Program Kemitraan peningkatan pelayanan kesehatan
28.001.	28	001	kemitraan asuransi kesehatan masyarakat
28.002.	28	002	kemitraan pencegahan dan pemberantasan penyakit menular
28.003.	28	003	kemitraan pengolahan limbah rumah sakit
28.004.	28	004	kemitraan alih teknologi kedokteran dan kesehatan
28.005.	28	005	kemitraan peningkatan kualitas dokter dan paramedis
28.006.	28	006	kemitraan pengobatan lanjutan bagi pasien rujukan
28.007.	28	007	kemitraan pengobatan bagi pasien kurang mampu
28.008.	28	008	Monitoring, evaluasi dan pelaporan
29.	29		Program peningkatan pelayanan kesehatan anak balita
29.001.	29	001	Penyuluhan kesehatan anak balita
29.002.	29	002	Imunisasi bagi anak balita
29.003.	29	003	Rekrutmen tenaga pelayanan kesehatan anak balita
29.004.	29	004	Pelatihan dan pendidikan perawatan anak balita
29.005.	29	005	Pembangunan sarana dan prasarana khusus pelayanan perawatan anak balita
29.006.	29	006	Pembangunan panti asuhan anak terlantar balita
29.007.	29	007	Monitoring, evaluasi dan pelaporan
29.008.	29	008	Pembinaan Usaha Kesehatan Sekolah
30.	30		Program peningkatan pelayanan kesehatan lansia
30.001.	30	001	Pelayanan pemeliharaan kesehatan
30.002.	30	002	rekruitmen tenaga perawat kesehatan
30.003.	30	003	Pendidikan dan pelatihan perawatan kesehatan
30.004.	30	004	Pembangunan pusat-pusat pelayanan kesehatan
30.005.	30	005	Pembangunan panti asuhan
30.006.	30	006	Pelayanan kesehatan
30.007.	30	007	Monitoring, evaluasi dan pelaporan
30.008.	30	008	dst……………………
31.	31		Program pengawasan dan pengendalian kesehatan makanan
31.001.	31	001	Pengawasan keamanan dan kesehatan makanan hasil industri
31.002.	31	002	Pengawasan dan pengendalian keamanan dan kesehatan makanan hasil produksi rumah tangga
31.003.	31	003	Pengawasan dan pengendalian keamanan dan kesehatan makanan restaurant
31.004.	31	004	Monitoring, evaluasi dan pelaporan
32.	32		Program peningkatan keselamatan ibu melahirkan dan anak
32.001.	32	001	Penyuluhan kesehatan bagi ibu hamil dari keluarga kurang mampu
32.002.	32	002	Perawatan secara berkala bagi ibu hamil bagi keluarga kurang mampu
32.003.	32	003	Pertolongan persalinan bagi ibu dari keluarga kurang mampu
32.004.	32	004	Manajemen Program Kesehatan Ibu
32.005.	32	005	Peningkatan Peranserta Masyarakat
32.006.	32	006	Pelayanan Kesehatan
32.007.	32	007	Pengadaan Sarana KIA
32.008.	32	008	Pendidikan dan Pelatihan Keterampilan Petugas Kesehatan
33.	33		Program Pemberantasan Penyakit Tidak Menular
33.01.	33	01	Pelayanan, Pencegahan dan Penanggulangan Penyakit Tidak Menular
15.	15		Program Pembangunan Jalan dan Jembatan
15.001.	15	001	Perencanaan pembangunan jalan dan jembatan
15.002.	15	002	Survei kontur jalan dan jembatan
15.003.	15	003	Pembangunan jalan
15.004.	15	004	Perencanaan pembangunan jembatan
15.005.	15	005	Pembangunan jembatan
15.006.	15	006	Monitoring, evaluasi dan pelaporan
16.	16		Program Pembangunan saluran drainase/gorong-gorong
16.001.	16	001	Perencanaan Pembangunan saluran drainase/gorong-gorong
16.002.	16	002	Survei kontur saluran drainase/gorong-gorong
16.003.	16	003	Pembangunan saluran drainase/gorong-gorong
16.004.	16	004	Monitoring, evaluasi dan pelaporan
17.	17		Program Pembangunan turap/talud/brojong
17.001.	17	001	Perencanaan turap/talud/brojong
17.002.	17	002	Survei kemiringan lereng turap/talud/bronjong
17.003.	17	003	Pembangunan turap/talud/bronjong
17.004.	17	004	Pembangunan turap/talud/brojong
18.	18		Program rehabilitasi/pemeliharaan Jalan dan Jembatan
18.001.	18	001	Perencanaan rehabilitasi/pemeliharaan jalan
18.002.	18	002	Perencanaan rehabilitasi/pemeliharaan jembatan
18.003.	18	003	Rehabilitasi/pemeliharaan jalan
18.004.	18	004	Rehabilitasi/pemeliharaan jembatan
19.	19		Program rehabilitasi/pemeliharaan talud/bronjong
19.001.	19	001	Perencanaan rehabilitasi/pemeliharaan talud/bronjong
19.002.	19	002	Perencanaan rehabilitasi/pemeliharaan talud/bronjong
19.003.	19	003	Monitoring, evaluasi dan pelaporan
19.004.	19	004	dst……………………
20.	20		Program inspeksi kondisi Jalan dan Jembatan
20.001.	20	001	Inspeksi kondisi Jalan
20.002.	20	002	Inspeksi kondisi Jembatan
20.003.	20	003	Evaluasi dan pelaporan
20.004.	20	004	dst……………………
21.	21		Program tanggap darurat Jalan dan Jembatan
21.001.	21	001	Rehabilitasi jalan dalam kondisi tanggap darurat
21.002.	21	002	Rehabilitasi jembatan dalam kondisi tanggap darurat
21.003.	21	003	Monitoring, evaluasi dan pelaporan
21.004.	21	004	dst……………………
22.	22		Program Pembangunan sistem informasi/data base jalan dan jembatan
22.001.	22	001	Penyusunan sistem informasi/data base jalan
22.002.	22	002	Penyusunan sistem informasi/data base jembatan
22.003.	22	003	Monitoring, evaluasi dan pelaporan
22.004.	22	004	dst……………………
23.	23		Program peningkatan sarana dan prasarana kebinamargaan
23.001.	23	001	Pembangunan gedung balai latihan kebinamargaan
23.002.	23	002	Pembangunan gedung workshop
23.003.	23	003	Pembangunan laboratorium kebinamargaan
23.004.	23	004	Pengadaan alat-alat berat
23.005.	23	005	Pengadaan peralatan dan perlengkapan bengkel alat-alat berat
23.006.	23	006	Pengadaan alat-alat ukur dan bahan labolatorium kebinamargaan
23.007.	23	007	Rehabilitasi/pemeliharaan gedung balai latihan kebinamargaan
23.008.	23	008	Rehabilitasi/pemeliharaan gedung workshop
23.009.	23	009	Rehabilitasi/pemeliharaan laboratorium kebinamargaan
23.010.	23	010	Rehabilitasi/pemeliharaan alat-alat berat
23.011.	23	011	Rehabilitasi/pemeliharaan peralatan dan perlengkapan bengkel alat-alat berat
23.012.	23	012	Rehabilitasi/pemeliharaan alat-alat ukur dan bahan labolatorium kebinamargaan
23.013.	23	013	Monitoring, evaluasi dan pelaporan
24.	24		Program pengembangan dan pengelolaan jaringan irigasi, rawa dan jaringan pengairan lainnya
24.001.	24	001	Rehabilitasi/Peningkatan Jaringan Irigasi
24.010.	24	010	Rehabilitasi/pemeliharaan jaringan irigasi
24.016.	24	016	Pemberdayaan petani pemakai air
24.018.	24	018	Peningkatan Jaringan Irigasi
25.	25		Program penyediaan dan pengelolaan air baku
25.001.	25	001	Pembangunan prasarana pengambilan dan saluran pembawa
25.002.	25	002	Rehabilitasi prasarana pengambilan dan saluran pembawa
25.003.	25	003	Pemeliharaan prasarana pengambilan dan saluran pembawa
25.004.	25	004	Pembangunan sumur-sumur air Tanah
25.005.	25	005	Peningkatan partisipasi masyarakat dalam pengelolaan air
25.006.	25	006	Peningkatan distribusi penyediaan air baku
25.007.	25	007	Monitoring, evaluasi dan pelaporan
26.	26		Program pengembangan, pengelolaan dan konservasi sungai, danau dan sumber daya air lainnya
26.001.	26	001	Pembangunan embung, dan bangunan penampung air lainnya
26.002.	26	002	Pemeliharaan dan rehabilitasi embung, dan bangunan penampung air lainnya
26.003.	26	003	Rehabilitasi kawasan kritis daerah tangkapan sungai dan danau
26.004.	26	004	Rehabilitasi kawasan lindung daerah tangkapan sungai dan danau
26.005.	26	005	Peningkatan partisipasi masyarakat dalam pengelolaan sungai, danau, dan sumber daya air lainnya
26.006.	26	006	Peningkatan konservasi air Tanah
26.007.	26	007	Monitoring, evaluasi dan pelaporan
27.	27		Program pengembangan kinerja pengelolaan air minum dan air limbah
27.001.	27	001	Penyediaan prasarana dan sarana air minum bagi masyarakat berpenghasilan rendah
27.002.	27	002	Penyediaan prasarana dan sarana air limbah
27.003.	27	003	Pengembangan teknologi pengolahan air minum dan air limbah
27.004.	27	004	Fasilitasi pembinaan teknik pengolahan air limbah
27.005.	27	005	Fasilitasi pembinaan teknik pengolahan air minum
27.006.	27	006	Pengembangan Sistem Distribusi Air Minum (IPAL & RT.26)
27.007.	27	007	Rehabilitasi/pemeliharaan sarana dan prasarana air minum
27.008.	27	008	Rehabilitasi/pemeliharaan sarana dan prasarana air limbah
27.009.	27	009	Monitoring, evaluasi dan pelaporan
28.	28		Program pengendalian banjir
28.001.	28	001	Pembangunan reservoir pengendali banjir
28.002.	28	002	Rehabilitasi dan pemeliharaan reservoir pengendali banjir
28.003.	28	003	Rehabilitasi dan pemeliharaan bantaran dan tanggul sungai
28.004.	28	004	Pengembangan pengelolaan daerah rawa dalam rangka pengendalian banjir
28.005.	28	005	Peningkatan partisipasi masyarakat dalam penanggulangan banjir
28.006.	28	006	Mengendalikan banjir pada daerah tangkapan air dan badan-badan sungai
28.007.	28	007	Peningkatan pembersihan dan pengerukan sungai/kali
28.008.	28	008	Peningkatan pembangunan pusat-pusat pengendali banjir
28.009.	28	009	Pembangunan prasarana pengaman pantai
28.010.	28	010	Pembangunan tanggul pemecah ombak
28.011.	28	011	Monitoring, evaluasi dan pelaporan
29.	29		Program pengembangan wilayah strategis dan cepat tumbuh
29.001.	29	001	Perencanaan pengembangan infrastruktur
29.002.	29	002	Pembangunan/peningkatan infrastruktur
29.003.	29	003	Monitoring, evaluasi dan pelaporan
29.004.	29	004	dst……………………
30.	30		Program pembangunan infrastruktur perdesaaan
30.001.	30	001	Penataan lingkungan pemukiman penduduk perdesaan
30.002.	30	002	Pembangunan jalan dan jembatan perdesaan
30.003.	30	003	Pembangunan sarana dan prasarana air bersih perdesaaan
30.004.	30	004	Pembangunan pasar perdesaaan
30.005.	30	005	Rehabilitasi/pemeliharaan jalan dan jembatan perdesaaan
30.006.	30	006	Dana Penguatan Infrastruktur dan Prasarana Daerah (DPIPD) untuk Bidang Jalan dan Jembatan (Rehab./Pengaspalan Jalan Desa )
30.007.	30	007	Pendamping Dana Penguatan Infrastruktur dan Prasarana Daerah (DPIPD) untuk Bidang Jalan dan Jembatan ( Manpro Rehab./Pengaspalan Jalan Desa )
30.008.	30	008	Pendamping Dana Penguatan Infrastruktur dan Prasarana Daerah (DPIPD) Bidang jalan dan Jembatan (Manpro rehab/pengaspalan jalan desa)
30.009.	30	009	Perencanaan Pembangunan Jalan dan Jembatan Perdesaan
31.	31		Program Pembangunan Kerjasama Pemerintah Daerah dan TNI
31.001.	31	001	Karya Bhakti TNI
31.002.	31	002	TMMD Manunggal TNI
31.003.	31	003	Satata Sariksa Manunggal TNI
32.	32		Program Perencanaan Tata Ruang
32.001.	32	001	Penyusunan kebijakan tentang penyusunan rencana tata ruang
32.002.	32	002	Penetapan kebijakan tentang RDTRK, RTRK, dan RTBL
32.003.	32	003	Sosialisasi peraturan perundang-undangan tentang rencana tata ruang
32.004.	32	004	Penyusunan Rencana Tata Ruang Wilayah
32.005.	32	005	Penyusunan Rencana Detail Tata  Ruang Kawasan
32.006.	32	006	Penyusunan Rencana Teknis Ruang Kawasan
32.007.	32	007	Penyusunan Rencana Tata Bangunan dan Lingkungan
32.008.	32	008	Penyusunan rancangan peraturan daerah tentang RTRW
32.009.	32	009	Fasilitasi peningkatan peran serta masyarakat dalam perencanaan tata ruang
32.010.	32	010	Rapat koordinasi tentang rencana tata ruang
32.011.	32	011	Revisi rencana tata ruang
32.012.	32	012	Pelatihan aparat dalam perencanaan tata ruang
32.013.	32	013	Survey dan pemetaan
32.014.	32	014	Koordinasi dan fasilitasi penyusunan rencana tata ruang lintas kabupaten/kota
32.015.	32	015	Monitoring, evaluasi dan pelaporan rencana tata ruang
33.	33		Program Pengendalian Pemanfaatan Ruang
33.001.	33	001	Penyusunan kebijakan pengendalian pemanfaatan ruang
33.002.	33	002	Penyusunan prosedur dan manual pengendalian pemanfaatan ruang
33.003.	33	003	Fasilitasi peningkatan peran serta masyarakat dalam pengendalian pemanfaatan ruang
33.004.	33	004	Pelatihan aparat dalam pengendalian pemanfaatan ruang
33.005.	33	005	Pengawasan pemanfaatan ruang
33.006.	33	006	Koordinasi dan fasilitasi pengendalian pemanfaatan ruang lintas kabupaten/kota
